step,time,mass,ch_energy,kinetic_energy,total_energy,divergence_L2,c_min,c_max,u_max,cfl_number,amplitude,y_min,y_max,n_spikes,mu_min,mu_max,p_min,p_max,c_norm,mu_norm,ux_norm,uy_norm,p_norm,F_cap_max,F_mag_max,F_grav_max
440,2.200000000000e-01,-2.003999927482e-01,2.362625024537e+00,4.762064160721e-05,2.362672645179e+00,2.063003315163e-01,-1.000452020560e+00,1.000805817866e+00,1.632078395474e-01,1.791354468258e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
450,2.250000000000e-01,-2.003999927482e-01,2.362624961823e+00,5.129957868299e-05,2.362676261402e+00,2.150930316784e-01,-1.000453152416e+00,1.000798633633e+00,1.720619646039e-01,1.888536543131e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
460,2.300000000000e-01,-2.003999927482e-01,2.362621435121e+00,5.571900979637e-05,2.362677154131e+00,2.239859017170e-01,-1.000452099672e+00,1.000787699547e+00,1.785893490858e-01,1.960180524144e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
470,2.350000000000e-01,-2.003999927482e-01,2.362616819959e+00,5.958418347817e-05,2.362676404142e+00,2.345540555189e-01,-1.000451647654e+00,1.000774415628e+00,1.878226464772e-01,2.061524360227e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
480,2.400000000000e-01,-2.003999927482e-01,2.362613703994e+00,6.195959770327e-05,2.362675663592e+00,2.431107281426e-01,-1.000450365372e+00,1.000758607864e+00,1.939708034619e-01,2.129005974570e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
490,2.450000000000e-01,-2.003999927482e-01,2.362611654316e+00,6.389464850050e-05,2.362675548964e+00,2.540238346226e-01,-1.000447516842e+00,1.000739991250e+00,2.019712601519e-01,2.216818262752e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
500,2.500000000000e-01,-2.003999927482e-01,2.362609605080e+00,6.574136803505e-05,2.362675346448e+00,2.653738153992e-01,-1.000450310074e+00,1.000720758928e+00,2.082415776798e-01,2.285640700156e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
510,2.550000000000e-01,-2.003999927482e-01,2.362606386067e+00,6.736386052186e-05,2.362673749927e+00,2.773331315440e-01,-1.000451072298e+00,1.000699684249e+00,2.148971563530e-01,2.358691729004e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
520,2.600000000000e-01,-2.003999927482e-01,2.362601903301e+00,6.823637797802e-05,2.362670139679e+00,2.864754178342e-01,-1.000449319236e+00,1.000679272766e+00,2.203057731425e-01,2.418056217130e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
530,2.650000000000e-01,-2.003999927482e-01,2.362597010601e+00,6.822265618445e-05,2.362665233258e+00,2.957407093602e-01,-1.000453941133e+00,1.000662723382e+00,2.259281545103e-01,2.479766965912e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
540,2.700000000000e-01,-2.003999927482e-01,2.362591331709e+00,6.804561206567e-05,2.362659377321e+00,3.046152106328e-01,-1.000465225819e+00,1.000646780071e+00,2.300147513950e-01,2.524621083274e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
550,2.750000000000e-01,-2.003999927482e-01,2.362584313519e+00,6.788428900748e-05,2.362652197808e+00,3.162593873487e-01,-1.000476589588e+00,1.000636979352e+00,2.344077760282e-01,2.572838523855e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
560,2.800000000000e-01,-2.003999927482e-01,2.362575908179e+00,6.745723936102e-05,2.362643365418e+00,3.265331892797e-01,-1.000488024783e+00,1.000632916839e+00,2.371638856796e-01,2.603089333821e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
570,2.850000000000e-01,-2.003999927482e-01,2.362567137288e+00,6.794881088899e-05,2.362635086099e+00,3.350018693114e-01,-1.000499434355e+00,1.000631157803e+00,2.405803782752e-01,2.640588447184e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
580,2.900000000000e-01,-2.003999927482e-01,2.362559762087e+00,7.496215335132e-05,2.362634724240e+00,3.412463496892e-01,-1.000510767791e+00,1.000639158386e+00,2.682139490595e-01,2.943892017868e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
590,2.950000000000e-01,-2.003999927482e-01,2.362562278694e+00,8.828053061169e-05,2.362650559225e+00,3.519455164194e-01,-1.000522099308e+00,1.000648632566e+00,2.745356300297e-01,3.013278215763e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
600,3.000000000000e-01,-2.003999927482e-01,2.362550113575e+00,7.363342122639e-05,2.362623746996e+00,3.663706897556e-01,-1.000533195112e+00,1.000657968167e+00,2.440934186881e-01,2.679147260647e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
610,3.050000000000e-01,-2.003999927482e-01,2.362540478816e+00,7.221443848037e-05,2.362612693254e+00,3.785222258903e-01,-1.000543974404e+00,1.000666309178e+00,2.426964061354e-01,2.663813777369e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
620,3.100000000000e-01,-2.003999927482e-01,2.362533351585e+00,7.544466550507e-05,2.362608796250e+00,3.921889251643e-01,-1.000555653692e+00,1.000674516007e+00,2.650448543792e-01,2.909108321621e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
630,3.150000000000e-01,-2.003999927482e-01,2.362536333587e+00,9.742400318410e-05,2.362633757590e+00,4.059577979083e-01,-1.000568265149e+00,1.000682710062e+00,3.150857164436e-01,3.458352292396e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
640,3.200000000000e-01,-2.003999927482e-01,2.362541296520e+00,1.067626226126e-04,2.362648059143e+00,4.182728119138e-01,-1.000581529779e+00,1.000691692919e+00,3.254286252556e-01,3.571875122958e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
650,3.250000000000e-01,-2.003999927482e-01,2.362551832636e+00,1.164452635477e-04,2.362668277899e+00,4.286045333941e-01,-1.000594500244e+00,1.000699247166e+00,3.221170528799e-01,3.535527604427e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
660,3.300000000000e-01,-2.003999927482e-01,2.362597434666e+00,2.023929721094e-04,2.362799827638e+00,4.702725848670e-01,-1.000607150982e+00,1.000706051529e+00,3.566535857151e-01,3.914597461514e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
670,3.350000000000e-01,-2.003999927482e-01,2.362851201923e+00,9.438367797726e-04,2.363795038703e+00,5.162464252007e-01,-1.000620243893e+00,1.000721035823e+00,5.476852209032e-01,6.011343391255e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
680,3.400000000000e-01,-2.003999927482e-01,2.362956533112e+00,4.835397234067e-04,2.363440072836e+00,5.442836669572e-01,-1.000637895305e+00,1.000783174606e+00,4.215632694091e-01,4.627040272110e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
690,3.450000000000e-01,-2.003999927482e-01,2.362864507622e+00,4.806119257705e-04,2.363345119548e+00,5.973082947320e-01,-1.000678605962e+00,1.000709781276e+00,4.804191183902e-01,5.273036741077e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
700,3.500000000000e-01,-2.003999927482e-01,2.363608333373e+00,1.161728406346e-03,2.364770061779e+00,6.298487391574e-01,-1.000729721228e+00,1.000524953149e+00,5.643921156568e-01,6.194716755247e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
710,3.550000000000e-01,-2.003999927482e-01,2.363888220073e+00,3.813689414873e-04,2.364269589015e+00,6.516347358867e-01,-1.000768400036e+00,1.000440651831e+00,3.878064420926e-01,4.256528392194e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
720,3.600000000000e-01,-2.003999927482e-01,2.364032147949e+00,2.523478087417e-04,2.364284495758e+00,6.782403980157e-01,-1.000828780661e+00,1.000417991140e+00,3.569210287614e-01,3.917532892172e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
730,3.650000000000e-01,-2.003999927482e-01,2.364624446876e+00,1.172780273609e-03,2.365797227150e+00,7.128596604270e-01,-1.000905851190e+00,1.000491134831e+00,6.342909746108e-01,6.961920301723e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
740,3.700000000000e-01,-2.003999927482e-01,2.365916928947e+00,7.630583657541e-04,2.366679987312e+00,6.850427757217e-01,-1.000957235274e+00,1.000543947208e+00,4.532587711838e-01,4.974927229533e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
750,3.750000000000e-01,-2.003999927482e-01,2.366648505676e+00,2.926972798284e-04,2.366941202956e+00,7.088269095051e-01,-1.001006809448e+00,1.000575640322e+00,4.040973374407e-01,4.435335784379e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
760,3.800000000000e-01,-2.003999927482e-01,2.367179257770e+00,4.235808417523e-04,2.367602838612e+00,6.935249520666e-01,-1.001042890223e+00,1.000594161288e+00,4.787971910828e-01,5.255234613818e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
770,3.850000000000e-01,-2.003999927482e-01,2.367581445748e+00,1.345079180223e-04,2.367715953666e+00,7.060047917939e-01,-1.001072654750e+00,1.000604235866e+00,3.811615905190e-01,4.183595103019e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
780,3.900000000000e-01,-2.003999927482e-01,2.367538306560e+00,4.717772004431e-04,2.368010083761e+00,6.726426504219e-01,-1.001078011388e+00,1.000863959575e+00,5.799794262204e-01,6.365801664548e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
790,3.950000000000e-01,-2.003999927482e-01,2.367468467252e+00,1.027028958119e-04,2.367571170148e+00,6.954523099940e-01,-1.001101518149e+00,1.001146966820e+00,3.506596502534e-01,3.848808568642e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
800,4.000000000000e-01,-2.003999927482e-01,2.367384019566e+00,9.415696268264e-05,2.367478176529e+00,7.154772599614e-01,-1.001188490782e+00,1.001338780731e+00,3.399942953249e-01,3.731746598704e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
810,4.050000000000e-01,-2.003999927482e-01,2.367298478737e+00,9.647436961171e-05,2.367394953107e+00,7.347656126921e-01,-1.001205704922e+00,1.001450253714e+00,3.430604041584e-01,3.765399931621e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
820,4.100000000000e-01,-2.003999927482e-01,2.367227749307e+00,1.000721769277e-04,2.367327821483e+00,7.537748969620e-01,-1.001187345182e+00,1.001521901820e+00,3.490751029591e-01,3.831416721022e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
830,4.150000000000e-01,-2.003999927482e-01,2.367157565206e+00,1.066727113554e-04,2.367264237917e+00,7.736933211276e-01,-1.001145754856e+00,1.001567026276e+00,3.565056800138e-01,3.912974061929e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
840,4.200000000000e-01,-2.003999927482e-01,2.367118152825e+00,1.104013528128e-04,2.367228554178e+00,7.919285098109e-01,-1.001129754401e+00,1.001599326416e+00,3.612102270277e-01,3.964610743952e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
850,4.250000000000e-01,-2.003999927482e-01,2.367078302403e+00,1.145361618919e-04,2.367192838565e+00,8.107544193268e-01,-1.001152633265e+00,1.001623584065e+00,3.673793420644e-01,4.032322391976e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
860,4.300000000000e-01,-2.003999927482e-01,2.367042317555e+00,1.186836808469e-04,2.367161001236e+00,8.299921232907e-01,-1.001177433152e+00,1.001639929593e+00,3.742506137599e-01,4.107740847906e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
870,4.350000000000e-01,-2.003999927482e-01,2.367010211568e+00,1.230849699273e-04,2.367133296538e+00,8.496880119364e-01,-1.001203824809e+00,1.001649326385e+00,3.812675224417e-01,4.184757802211e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
880,4.400000000000e-01,-2.003999927482e-01,2.366946797152e+00,1.313952581238e-04,2.367078192410e+00,8.717710136166e-01,-1.001233671204e+00,1.001653478818e+00,3.913847826149e-01,4.295803933745e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
